Date,Open,High,Low,Adj Close,Volume
4/17/02,0.463036,0.467321,0.453214,0.399238,396250400
4/18/02,0.455357,0.455714,0.444286,0.388535,401710400
4/19/02,0.455179,0.455179,0.445179,0.381959,375407200
4/22/02,0.443571,0.445179,0.432679,0.375079,269427200
4/23/02,0.438214,0.4425,0.430179,0.370798,233469600
4/24/02,0.433929,0.4375,0.422857,0.363458,140448000
4/25/02,0.420714,0.434643,0.420536,0.368809,194202400
4/26/02,0.433571,0.435179,0.410714,0.351837,304981600
4/29/02,0.413571,0.429643,0.412321,0.366363,272288800
4/30/02,0.426607,0.435357,0.424107,0.371103,280963200
5/1/02,0.43375,0.43375,0.417143,0.366669,214704000
5/2/02,0.425179,0.434643,0.421429,0.362235,239344000
5/3/02,0.420893,0.428929,0.418393,0.359482,230781600
5/6/02,0.416964,0.419643,0.401071,0.346332,249664800
5/7/02,0.409643,0.409821,0.395357,0.34358,242748800
5/8/02,0.414286,0.437857,0.411429,0.372633,436682400
5/9/02,0.433036,0.434821,0.425,0.36988,224616000
5/10/02,0.43375,0.43375,0.410357,0.356578,235396000
5/13/02,0.42,0.430179,0.409643,0.366057,265608000
5/14/02,0.436607,0.458571,0.4325,0.391592,526506400
5/15/02,0.453036,0.463929,0.443571,0.386547,335826400
5/16/02,0.4475,0.454464,0.441964,0.385477,227052000
5/17/02,0.455179,0.460357,0.439464,0.382418,236493600
5/20/02,0.43875,0.445179,0.438036,0.37829,269914400
5/21/02,0.443393,0.446429,0.417857,0.358718,280991200
5/22/02,0.417321,0.435179,0.416429,0.371868,290875200
5/23/02,0.436607,0.450714,0.429821,0.385018,369398400
5/24/02,0.44625,0.44625,0.427857,0.369268,166174400
5/28/02,0.423036,0.432143,0.418393,0.366669,149716000
5/29/02,0.427143,0.436429,0.41875,0.366669,221793600
5/30/02,0.424464,0.435357,0.419821,0.370033,196375200
5/31/02,0.430179,0.433036,0.415714,0.356271,365495200
6/3/02,0.417679,0.41875,0.403214,0.350308,235110400
6/4/02,0.408571,0.411429,0.396071,0.34832,347821600
6/5/02,0.407679,0.407679,0.399107,0.347403,277082400
6/6/02,0.41,0.414821,0.393571,0.33884,259996800
6/7/02,0.388571,0.391786,0.37375,0.327219,612376800
6/10/02,0.383571,0.39,0.381071,0.328442,277575200
6/11/02,0.386429,0.3875,0.364464,0.312846,349496000
6/12/02,0.364464,0.370536,0.356071,0.307188,528718400
6/13/02,0.3575,0.358036,0.346071,0.298779,352083200
6/14/02,0.343571,0.363571,0.323393,0.307342,424900000
6/17/02,0.361429,0.368393,0.354464,0.31407,324609600
6/18/02,0.364643,0.367679,0.356786,0.308106,353360000
6/19/02,0.310179,0.314286,0.301429,0.261775,1709467200
6/20/02,0.306607,0.314286,0.300893,0.261623,396636800
6/21/02,0.303036,0.312321,0.299821,0.257647,445177600
6/24/02,0.299464,0.316607,0.298214,0.264069,431933600
6/25/02,0.310714,0.315714,0.301071,0.262081,301201600
6/26/02,0.3,0.30875,0.285357,0.25306,558952800
6/27/02,0.299821,0.308393,0.293214,0.260858,251658400
6/28/02,0.305357,0.318214,0.303571,0.27095,269858400
7/1/02,0.31625,0.319286,0.304464,0.260858,222689600
7/2/02,0.304107,0.306429,0.300536,0.259023,305188800
7/3/02,0.300179,0.315714,0.299107,0.26835,199029600
7/5/02,0.31625,0.334821,0.31625,0.286546,161649600
7/8/02,0.330714,0.332321,0.315714,0.275384,211204000
7/9/02,0.323036,0.326607,0.311786,0.268045,226749600
7/10/02,0.31625,0.324464,0.308036,0.264834,206880800
7/11/02,0.308214,0.327679,0.303036,0.279819,373676800
7/12/02,0.33125,0.335536,0.308214,0.267739,443492000
7/15/02,0.31125,0.332143,0.300179,0.278748,295993600
7/16/02,0.324107,0.331607,0.314464,0.273091,446768000
7/17/02,0.288036,0.289286,0.27125,0.238992,1215485600
7/18/02,0.276786,0.277857,0.263393,0.229207,559462400
7/19/02,0.2625,0.270893,0.259464,0.228748,385207200
7/22/02,0.263393,0.27125,0.260893,0.228136,430897600
7/23/02,0.266071,0.270179,0.257857,0.221255,399890400
7/24/02,0.255893,0.271786,0.254464,0.232418,406593600
7/25/02,0.266607,0.266964,0.250179,0.219574,479354400
7/26/02,0.258214,0.259464,0.246429,0.219267,207704000
7/29/02,0.258571,0.269643,0.256607,0.229665,274960000
7/30/02,0.265179,0.276964,0.26,0.235934,354838400
7/31/02,0.275,0.275357,0.266071,0.233335,310699200
8/1/02,0.269821,0.275357,0.263036,0.226301,228956000
8/2/02,0.263214,0.267857,0.254464,0.22095,179060000
8/5/02,0.259107,0.2625,0.249464,0.213915,204024800
8/6/02,0.25375,0.271964,0.251429,0.225383,272053600
8/7/02,0.269464,0.274286,0.25625,0.229818,333474400
8/8/02,0.26375,0.274643,0.26375,0.233946,227348800
8/9/02,0.272321,0.272321,0.263393,0.229359,205716000
8/12/02,0.266071,0.268214,0.262321,0.229207,179765600
8/13/02,0.266071,0.271607,0.259821,0.22309,269869600
8/14/02,0.261964,0.274107,0.259643,0.231959,399084000
8/15/02,0.272321,0.28125,0.268036,0.238686,322078400
8/16/02,0.275893,0.2875,0.272857,0.241744,245224000
8/19/02,0.281786,0.290179,0.280714,0.244344,216557600
8/20/02,0.285179,0.287321,0.277321,0.243274,186625600
8/21/02,0.285893,0.29,0.275893,0.246485,202428800
8/22/02,0.289286,0.290179,0.279643,0.244191,258311200
8/23/02,0.283929,0.284464,0.275893,0.240521,163245600
8/26/02,0.284821,0.284821,0.270714,0.237463,189968800
8/27/02,0.280536,0.281071,0.262679,0.227066,262231200
8/28/02,0.264286,0.27,0.261607,0.224772,247973600
8/29/02,0.261607,0.269286,0.259107,0.224772,164169600
8/30/02,0.263036,0.270357,0.260357,0.225537,193519200
9/3/02,0.25875,0.259821,0.250893,0.214833,276936800
9/4/02,0.253571,0.263929,0.253036,0.221408,420660800
9/5/02,0.253929,0.256429,0.250893,0.216821,226178400
9/6/02,0.259107,0.261607,0.254107,0.219879,181591200
9/9/02,0.255,0.259464,0.252679,0.219726,158244800
9/10/02,0.257321,0.25875,0.252143,0.219115,249468800
9/11/02,0.256071,0.260714,0.252679,0.218503,202412000
9/12/02,0.253571,0.259107,0.252143,0.216209,269830400
9/13/02,0.252321,0.256071,0.250893,0.216668,282951200
9/16/02,0.2525,0.260893,0.252143,0.221714,286641600
9/17/02,0.260179,0.268393,0.260179,0.226301,427996800
9/18/02,0.262321,0.269464,0.259286,0.229665,328641600
9/19/02,0.263393,0.264286,0.258571,0.222937,205945600
9/20/02,0.261071,0.266786,0.259286,0.227372,352788800
9/23/02,0.263571,0.267143,0.258036,0.227066,263709600
9/24/02,0.257143,0.264643,0.257143,0.223855,250661600
9/25/02,0.262321,0.270893,0.261607,0.228289,254682400
9/26/02,0.269643,0.27125,0.259821,0.224772,208644800
9/27/02,0.25875,0.265179,0.258571,0.225078,206152800
9/30/02,0.257143,0.260179,0.2525,0.221714,237697600
10/1/02,0.260536,0.260714,0.25,0.221867,342423200
10/2/02,0.255893,0.26125,0.251786,0.216668,229348000
10/3/02,0.253214,0.260714,0.251071,0.218656,217896000
10/4/02,0.256429,0.257143,0.249821,0.214528,190825600
10/7/02,0.249464,0.25375,0.245714,0.210552,244697600
10/8/02,0.248214,0.249286,0.238571,0.209176,453644800
10/9/02,0.241786,0.247321,0.239464,0.2078,356686400
10/10/02,0.243393,0.253929,0.2425,0.21575,321574400
10/11/02,0.254464,0.263929,0.251786,0.221867,294677600
10/14/02,0.259821,0.2675,0.257857,0.225842,194404000
10/15/02,0.271786,0.272321,0.263929,0.231805,405518400
10/16/02,0.265357,0.270179,0.248214,0.222631,307624800
10/17/02,0.25375,0.256786,0.249643,0.21575,469296800
10/18/02,0.25,0.25625,0.24875,0.219267,288299200
10/21/02,0.254643,0.26125,0.25,0.222631,238520800
10/22/02,0.258393,0.265714,0.254643,0.224772,218148000
10/23/02,0.26125,0.2675,0.258929,0.227524,209036800
10/24/02,0.268214,0.271607,0.259821,0.224619,174748000
10/25/02,0.262321,0.275893,0.260536,0.235781,279070400
10/28/02,0.277679,0.284821,0.272321,0.238686,349300000
10/29/02,0.278036,0.283571,0.267143,0.236087,259179200
10/30/02,0.276607,0.292321,0.276429,0.244344,270676000
10/31/02,0.285536,0.293571,0.284286,0.24572,295836800
11/1/02,0.284643,0.294643,0.28375,0.250155,189828800
11/4/02,0.294643,0.310357,0.291964,0.258258,376818400
11/5/02,0.299107,0.302857,0.291964,0.258412,210694400
11/6/02,0.305,0.309286,0.298214,0.263304,216389600
11/7/02,0.3025,0.305357,0.282321,0.244649,336179200
11/8/02,0.285893,0.289286,0.277143,0.242203,190064000
11/11/02,0.281071,0.28375,0.27,0.231805,152975200
11/12/02,0.273571,0.286429,0.272857,0.239145,223792800
11/13/02,0.276786,0.286964,0.272857,0.238381,231739200
11/14/02,0.283929,0.293036,0.281786,0.249237,141713600
11/15/02,0.289821,0.29,0.281429,0.243885,160994400
11/18/02,0.289107,0.289286,0.277143,0.239298,164578400
11/19/02,0.277679,0.28125,0.268036,0.233488,210952000
11/20/02,0.273214,0.280357,0.272321,0.237463,208740000
11/21/02,0.283929,0.293571,0.28125,0.250001,418482400
11/22/02,0.287321,0.291071,0.283929,0.244803,227858400
11/25/02,0.28625,0.288214,0.280536,0.244191,199427200
11/26/02,0.283036,0.283929,0.272679,0.235629,240262400
11/27/02,0.278571,0.283214,0.275893,0.240368,286798400
11/29/02,0.281964,0.283571,0.275179,0.237005,143432800
12/2/02,0.283929,0.2875,0.268036,0.232111,398742400
12/3/02,0.271429,0.273929,0.269643,0.231805,227869600
12/4/02,0.271071,0.27125,0.258929,0.2289,325757600
12/5/02,0.268393,0.269286,0.259464,0.223702,243398400
12/6/02,0.261607,0.27125,0.259286,0.228594,245358400
12/9/02,0.266786,0.266964,0.261964,0.225537,236084800
12/10/02,0.263393,0.275893,0.263036,0.23364,308610400
12/11/02,0.273214,0.276607,0.269286,0.236851,253500800
12/12/02,0.276964,0.277679,0.268036,0.232265,149340800
12/13/02,0.270357,0.270536,0.261607,0.226148,164780000
12/16/02,0.264464,0.269643,0.260893,0.227066,251624800
12/17/02,0.265179,0.27125,0.261786,0.230583,222661600
12/18/02,0.264286,0.265357,0.258929,0.222785,150701600
12/19/02,0.259464,0.266429,0.251786,0.217126,347519200
12/20/02,0.255179,0.26,0.246071,0.216209,318096800
12/23/02,0.252857,0.259821,0.252143,0.221561,125826400
12/24/02,0.257857,0.258393,0.255357,0.219574,39340000
12/26/02,0.2575,0.264464,0.255,0.220185,85422400
12/27/02,0.255536,0.256786,0.250179,0.214986,80035200
12/30/02,0.251429,0.252679,0.247143,0.215139,155041600
12/31/02,0.25,0.256429,0.249107,0.219115,200726400
1/2/03,0.256429,0.266429,0.25625,0.226301,181428800
1/3/03,0.264286,0.266607,0.260536,0.22783,147453600
1/6/03,0.268393,0.274643,0.265714,0.22783,390532800
1/7/03,0.264107,0.267857,0.258393,0.227066,342344800
1/8/03,0.260357,0.262679,0.257857,0.222478,229644800
1/9/03,0.261071,0.266429,0.258929,0.224466,215252800
1/10/03,0.260357,0.264643,0.25875,0.225078,175100800
1/13/03,0.266071,0.266071,0.256429,0.223702,178942400
1/14/03,0.262321,0.264643,0.25875,0.223396,186860800
1/15/03,0.260536,0.2625,0.254643,0.220644,371128800
1/16/03,0.25375,0.263571,0.25375,0.223548,559070400
1/17/03,0.26,0.26,0.251429,0.215598,266761600
1/21/03,0.25375,0.257321,0.25,0.214374,253456000
1/22/03,0.249643,0.252679,0.246429,0.212234,215140800
1/23/03,0.250893,0.256429,0.249107,0.216668,228256000
1/24/03,0.254286,0.254286,0.242143,0.211011,305468800
1/27/03,0.244286,0.258929,0.24375,0.216056,391406400
1/28/03,0.254286,0.262321,0.252857,0.222937,286255200
1/29/03,0.259821,0.269643,0.255357,0.228289,373044000
1/30/03,0.2675,0.269107,0.255179,0.218961,407058400
1/31/03,0.253393,0.259821,0.250893,0.219574,341224800
2/3/03,0.257321,0.26625,0.25625,0.224161,264784800
2/4/03,0.258036,0.261607,0.255536,0.223243,317413600
2/5/03,0.262679,0.266607,0.257857,0.22095,221614400
2/6/03,0.256429,0.260536,0.253929,0.220644,179149600
2/7/03,0.259821,0.260714,0.25125,0.216363,269701600
2/10/03,0.254643,0.260179,0.251071,0.21942,167888000
2/11/03,0.258929,0.26125,0.253571,0.21942,164780000
2/12/03,0.254821,0.260714,0.254821,0.220032,228687200
2/13/03,0.257321,0.261429,0.254286,0.222326,208493600
2/14/03,0.260893,0.262857,0.25625,0.224313,243297600
2/18/03,0.263393,0.273214,0.262857,0.233488,290897600
2/19/03,0.269107,0.270536,0.262143,0.227066,240368800
2/20/03,0.265179,0.267143,0.262679,0.225842,224352800
2/21/03,0.264643,0.268929,0.261607,0.229359,157444000
2/24/03,0.265357,0.268393,0.246429,0.225383,180252800
2/25/03,0.262143,0.269286,0.260357,0.229665,188641600
2/26/03,0.267679,0.268214,0.258571,0.221714,217095200
2/27/03,0.260179,0.267857,0.259107,0.227218,154341600
2/28/03,0.265357,0.269464,0.26375,0.229512,195098400
3/3/03,0.268036,0.270714,0.259821,0.224007,203761600
3/4/03,0.263214,0.264464,0.257857,0.222631,126414400
3/5/03,0.260893,0.264286,0.259286,0.223548,126683200
3/6/03,0.260357,0.260714,0.257143,0.222631,99859200
3/7/03,0.258393,0.262679,0.255536,0.222172,200984000
3/10/03,0.259107,0.261964,0.255357,0.219726,134573600
3/11/03,0.256429,0.25875,0.252143,0.217585,161190400
3/12/03,0.253036,0.256964,0.251071,0.217433,222560800
3/13/03,0.258393,0.264286,0.253036,0.225078,335445600
3/14/03,0.262143,0.268036,0.261429,0.225996,153098400
3/17/03,0.265893,0.269107,0.262679,0.229512,399912800
3/18/03,0.267857,0.269464,0.264643,0.229359,229980800
3/19/03,0.269107,0.270536,0.264107,0.228594,141316000
3/20/03,0.266607,0.267679,0.260714,0.227983,163178400
3/21/03,0.269464,0.270536,0.264643,0.229359,297948000
3/24/03,0.261964,0.264286,0.25625,0.219726,161100800
3/25/03,0.257321,0.264821,0.256607,0.222478,167697600
3/26/03,0.259821,0.26,0.255357,0.220337,178343200
3/27/03,0.255714,0.2625,0.255714,0.221561,122393600
3/28/03,0.257143,0.261071,0.256607,0.222785,145303200
3/31/03,0.255893,0.259464,0.250714,0.216209,256659200
4/1/03,0.253571,0.255536,0.25125,0.216515,154341600
4/2/03,0.256429,0.262321,0.254821,0.223243,171371200
4/3/03,0.26,0.2625,0.25625,0.221102,145712000
4/4/03,0.259286,0.261964,0.256964,0.220337,146020000
4/7/03,0.265179,0.266964,0.257321,0.221561,196862400
4/8/03,0.259107,0.261607,0.256429,0.22095,128934400
4/9/03,0.259286,0.261071,0.2525,0.216974,146725600
4/10/03,0.253571,0.256964,0.253571,0.219726,107100000
4/11/03,0.250893,0.257857,0.230893,0.201836,1392708800
4/14/03,0.244821,0.245536,0.241071,0.207647,502958400
4/15/03,0.242679,0.242857,0.2375,0.204741,303968000
4/16/03,0.231964,0.244107,0.230714,0.202448,1016176000
4/17/03,0.235714,0.236607,0.227143,0.200613,616257600
4/21/03,0.234464,0.235536,0.231786,0.200919,152320000
4/22/03,0.235357,0.243214,0.23375,0.206576,300568800
4/23/03,0.241607,0.243393,0.238571,0.207647,209680800
4/24/03,0.241429,0.243036,0.232143,0.205506,325108000
4/25/03,0.240357,0.2425,0.23625,0.20413,205318400
4/28/03,0.240714,0.249286,0.239821,0.211928,636798400
4/29/03,0.249643,0.252857,0.2425,0.214986,458236800
4/30/03,0.24875,0.25625,0.247321,0.217433,458175200
5/1/03,0.254464,0.256964,0.25,0.219574,342759200
5/2/03,0.258214,0.260536,0.256071,0.22095,321182400
5/5/03,0.26375,0.301429,0.263393,0.246026,1555708000
5/6/03,0.287857,0.319643,0.2875,0.267586,1514492000
5/7/03,0.309464,0.325714,0.305536,0.26988,1054379200
5/8/03,0.316071,0.322679,0.30875,0.275231,687736000
5/9/03,0.327321,0.328571,0.319286,0.279819,588386400
5/12/03,0.324107,0.334643,0.32375,0.283794,419372800
5/13/03,0.329107,0.33875,0.320536,0.285476,446796000
5/14/03,0.33625,0.336429,0.329107,0.283641,355488000
5/15/03,0.332143,0.336607,0.329821,0.286393,284995200
5/16/03,0.331964,0.339464,0.326429,0.287463,341628000
5/19/03,0.330893,0.333036,0.3225,0.27676,445888800
5/20/03,0.323214,0.324286,0.314286,0.27202,416220000
5/21/03,0.317679,0.323036,0.315536,0.272937,305009600
5/22/03,0.319464,0.328571,0.316786,0.278901,178460800
5/23/03,0.325179,0.329643,0.320714,0.280124,206718400
5/27/03,0.320714,0.3375,0.319821,0.288687,290130400
5/28/03,0.330357,0.333214,0.324107,0.279513,339679200
5/29/03,0.326607,0.330357,0.319643,0.27676,333765600
5/30/03,0.323571,0.324643,0.313036,0.274467,382748800
6/2/03,0.323214,0.326607,0.308393,0.266821,418588800
6/3/03,0.311429,0.315536,0.303929,0.26468,360858400
6/4/03,0.308929,0.317679,0.306071,0.269115,271202400
6/5/03,0.311607,0.316786,0.309464,0.269726,205497600
6/6/03,0.316786,0.322143,0.306071,0.262234,241388000
6/9/03,0.3025,0.304286,0.296964,0.256729,259952000
6/10/03,0.301607,0.30875,0.299107,0.262693,176646400
6/11/03,0.30625,0.312679,0.300179,0.266821,225114400
6/12/03,0.313393,0.319286,0.311607,0.271714,252588000
6/13/03,0.316964,0.320536,0.305893,0.266362,191245600
6/16/03,0.314286,0.32625,0.311607,0.27936,238526400
6/17/03,0.32875,0.330357,0.32125,0.278136,177464000
6/18/03,0.329464,0.347857,0.326964,0.292357,454983200
6/19/03,0.345714,0.350179,0.335179,0.292663,381528000
6/20/03,0.345536,0.349643,0.3375,0.29358,356546400
6/23/03,0.344643,0.351607,0.334821,0.291439,307361600
6/24/03,0.347679,0.35125,0.334286,0.287158,514382400
6/25/03,0.336786,0.346429,0.334107,0.291898,329812000
6/26/03,0.333929,0.345,0.333929,0.294956,161705600
6/27/03,0.344643,0.344821,0.33,0.286393,365792000
6/30/03,0.333571,0.343036,0.331964,0.291439,222152000
7/1/03,0.336964,0.3425,0.330536,0.291898,180992000
7/2/03,0.339821,0.346429,0.339643,0.29465,325298400
7/3/03,0.339286,0.349107,0.338929,0.292509,137771200
7/7/03,0.344107,0.360357,0.341607,0.303824,286272000
7/8/03,0.348571,0.366071,0.348036,0.311929,256737600
7/9/03,0.360893,0.365179,0.355179,0.304131,213645600
7/10/03,0.355,0.356071,0.345893,0.29939,170934400
7/11/03,0.351071,0.357143,0.34875,0.303518,136858400
7/14/03,0.357321,0.364286,0.354821,0.304283,188406400
7/15/03,0.3575,0.361429,0.346964,0.299849,206645600
7/16/03,0.356607,0.357143,0.346071,0.303824,250930400
7/17/03,0.360536,0.374107,0.359464,0.319573,751212000
7/18/03,0.373214,0.378214,0.364286,0.318962,298838400
7/21/03,0.369464,0.371429,0.3625,0.31514,183808800
7/22/03,0.372679,0.374286,0.366071,0.318045,198424800
7/23/03,0.374107,0.374286,0.365357,0.317892,143035200
7/24/03,0.375714,0.383929,0.363929,0.31361,229236000
7/25/03,0.364464,0.385179,0.364286,0.32936,216686400
7/28/03,0.383929,0.383929,0.3725,0.320949,170357600
7/29/03,0.374821,0.376429,0.366429,0.316821,197120000
7/30/03,0.370893,0.373214,0.360179,0.310094,173594400
7/31/03,0.370357,0.38125,0.367321,0.322327,301464800
8/1/03,0.375,0.379821,0.368571,0.316975,149604000
8/4/03,0.366607,0.383929,0.362143,0.324314,230115200
8/5/03,0.38125,0.382143,0.358929,0.311623,249440800
8/6/03,0.358214,0.360179,0.348214,0.300155,245464800
8/7/03,0.352321,0.35875,0.346786,0.304742,174378400
8/8/03,0.359107,0.359464,0.35,0.300307,137659200
8/11/03,0.353929,0.355893,0.348393,0.300613,137228000
8/12/03,0.352857,0.353571,0.3475,0.301225,164438400
8/13/03,0.354643,0.363214,0.349643,0.308564,284099200
8/14/03,0.360893,0.363036,0.356071,0.305353,192780000
8/15/03,0.3575,0.358393,0.351071,0.301378,125865600
8/18/03,0.354643,0.364464,0.352143,0.311011,192774400
8/19/03,0.36375,0.365179,0.357143,0.310705,133688800
8/20/03,0.360357,0.379821,0.359643,0.321256,273212800
8/21/03,0.375536,0.387679,0.374107,0.331501,255326400
8/22/03,0.389464,0.392857,0.368571,0.319268,250264000
8/25/03,0.371071,0.373393,0.365893,0.318962,137782400
8/26/03,0.370536,0.37625,0.363393,0.321868,164959200
8/27/03,0.373393,0.383571,0.368929,0.328442,225702400
8/28/03,0.380893,0.396786,0.380893,0.339299,319625600
8/29/03,0.396429,0.408036,0.39375,0.345721,263155200
9/2/03,0.404643,0.408929,0.4,0.349391,242132800
9/3/03,0.407143,0.416429,0.406429,0.350919,268828000
9/4/03,0.413571,0.415179,0.406607,0.349085,199780000
9/5/03,0.405893,0.413393,0.400179,0.344039,240133600
9/8/03,0.401429,0.406964,0.40125,0.347708,167244000
9/9/03,0.402321,0.404821,0.395,0.342051,180370400
9/10/03,0.397321,0.40375,0.394821,0.339145,224890400
9/11/03,0.397321,0.406964,0.394643,0.344956,213684800
9/12/03,0.401964,0.413214,0.398393,0.353213,179989600
9/15/03,0.407321,0.408929,0.395,0.339604,226844800
9/16/03,0.396607,0.405179,0.396429,0.341898,269007200
9/17/03,0.399464,0.399643,0.390179,0.338228,289396800
9/18/03,0.394643,0.410536,0.391964,0.349849,252907200
9/19/03,0.408571,0.411607,0.400536,0.345262,205956800
9/22/03,0.396071,0.401786,0.391429,0.337617,179821600
9/23/03,0.393214,0.401071,0.390714,0.342969,132451200
9/24/03,0.396607,0.398393,0.376429,0.325996,301285600
9/25/03,0.381071,0.381607,0.361607,0.312387,574380800
9/26/03,0.3625,0.3875,0.359821,0.316363,347250400
9/29/03,0.38375,0.386964,0.36875,0.32569,365702400
9/30/03,0.376607,0.378929,0.365,0.316821,285426400
10/1/03,0.369821,0.376786,0.360536,0.317892,236112800
10/2/03,0.371429,0.371429,0.362143,0.314528,204058400
10/3/03,0.374821,0.390357,0.372857,0.331653,299600000
10/6/03,0.386964,0.39875,0.385357,0.340828,268329600
10/7/03,0.39375,0.418036,0.39125,0.355048,418174400
10/8/03,0.415179,0.420357,0.405893,0.352602,428668800
10/9/03,0.416071,0.422679,0.406964,0.358565,347748800
10/10/03,0.419643,0.425179,0.417321,0.362082,174837600
10/13/03,0.42375,0.435893,0.423571,0.372326,279865600
10/14/03,0.434286,0.441786,0.431964,0.375385,275419200
10/15/03,0.44375,0.446607,0.438929,0.379513,610103200
10/16/03,0.425,0.425714,0.400179,0.355507,975682400
10/17/03,0.4175,0.419464,0.400536,0.347861,359811200
10/20/03,0.403571,0.416786,0.399643,0.355048,279132000
10/21/03,0.41625,0.417857,0.40625,0.354437,176461600
10/22/03,0.409643,0.414286,0.405,0.348015,161599200
10/23/03,0.405893,0.413393,0.403393,0.351531,165211200
10/24/03,0.402857,0.408036,0.396964,0.345567,219856000
10/27/03,0.40625,0.40875,0.401607,0.345567,162013600
10/28/03,0.402857,0.424464,0.4,0.362693,251714400
10/29/03,0.419821,0.426786,0.416786,0.362235,267080800
10/30/03,0.428393,0.428571,0.408393,0.35306,260556800
10/31/03,0.416071,0.416964,0.406786,0.350002,218153600
11/3/03,0.407679,0.416071,0.406786,0.353978,302842400
11/4/03,0.411964,0.4125,0.403393,0.350308,249233600
11/5/03,0.4075,0.413036,0.40125,0.352143,322470400
